C1QC	C1QB	4444427	4438900	9606.ENSP00000363770	9606.ENSP00000313967	0	0	0.426	0.927	0.989	0.454	0.900	0.893	0.999
RPL10A	RPS3A	4444285	4441583	9606.ENSP00000363018	9606.ENSP00000346050	0	0	0	0	0.996	0.992	0.900	0.420	0.999
RPL10A	EEF2	4444285	4438372	9606.ENSP00000363018	9606.ENSP00000307940	0.111	0	0	0	0.854	0.964	0.900	0.441	0.999
RPL6	EEF2	4448260	4438372	9606.ENSP00000403172	9606.ENSP00000307940	0.060	0	0	0	0.962	0.954	0.900	0.306	0.999
RPL30	RPL6	4449429	4448260	9606.ENSP00000428085	9606.ENSP00000403172	0	0	0	0	0.995	0.991	0.900	0.501	0.999
RPL14	RPL5	4446520	4443502	9606.ENSP00000379506	9606.ENSP00000359345	0.185	0	0	0	0.994	0.986	0.900	0.783	0.999
RPS27	RPS21	4443123	4441569	9606.ENSP00000357555	9606.ENSP00000345957	0	0	0	0	0.979	0.960	0.900	0.735	0.999
CTNND1	SRC	4446884	4444215	9606.ENSP00000382004	9606.ENSP00000362680	0	0	0	0	0.084	0.993	0.900	0.836	0.999
RPS14	RPS9	4447293	4437909	9606.ENSP00000385958	9606.ENSP00000302896	0.167	0	0.208	0	0.978	0.992	0.900	0.757	0.999
RPL14	RPS3	4446520	4436296	9606.ENSP00000379506	9606.ENSP00000278572	0.185	0	0	0	0.994	0.961	0.900	0.768	0.999
RPL30	RPL14	4449429	4446520	9606.ENSP00000428085	9606.ENSP00000379506	0	0	0	0	0.993	0.991	0.900	0.558	0.999
RPS18	RPLP2	4447787	4439523	9606.ENSP00000393241	9606.ENSP00000322419	0	0	0	0	0.965	0.991	0.900	0.557	0.999
RPS18	RPL5	4447787	4443502	9606.ENSP00000393241	9606.ENSP00000359345	0.295	0	0	0	0.999	0.988	0.900	0.714	0.999
RPL6	RPS3A	4448260	4441583	9606.ENSP00000403172	9606.ENSP00000346050	0	0	0	0	0.997	0.992	0.900	0.671	0.999
RPLP2	RPS9	4439523	4437909	9606.ENSP00000322419	9606.ENSP00000302896	0	0	0	0	0.944	0.990	0.900	0.336	0.999
RPL6	RPS14	4448260	4447293	9606.ENSP00000403172	9606.ENSP00000385958	0.135	0	0	0	0.993	0.992	0.900	0.851	0.999
SNAP23	STX1A	4434103	4433256	9606.ENSP00000249647	9606.ENSP00000222812	0	0	0	0	0.079	0.995	0.900	0.696	0.999
RPS3	RPL8	4436296	4435108	9606.ENSP00000278572	9606.ENSP00000262584	0.219	0	0.219	0	0.997	0.964	0.900	0.719	0.999
YES1	CTNND1	4450671	4446884	9606.ENSP00000462468	9606.ENSP00000382004	0	0	0	0	0.106	0.993	0.800	0.266	0.999
RPL23	RPS21	4449110	4441569	9606.ENSP00000420311	9606.ENSP00000345957	0	0	0	0	0.992	0.991	0.900	0.132	0.999
RPL5	RPS23	4443502	4437320	9606.ENSP00000359345	9606.ENSP00000296674	0.219	0	0	0	0.992	0.992	0.900	0.541	0.999
RPL10A	RPL8	4444285	4435108	9606.ENSP00000363018	9606.ENSP00000262584	0.167	0	0	0	0.999	0.992	0.900	0.591	0.999
RPL7	RPL38	4440987	4438543	9606.ENSP00000339795	9606.ENSP00000309830	0	0	0	0	0.959	0.992	0.900	0.576	0.999
RPS13	RPS3A	4449762	4441583	9606.ENSP00000435777	9606.ENSP00000346050	0.219	0	0	0	0.996	0.992	0.900	0.666	0.999
RPS13	RPS27	4449762	4443123	9606.ENSP00000435777	9606.ENSP00000357555	0	0	0	0	0.997	0.992	0.900	0.649	0.999
RPS3A	RPL38	4441583	4438543	9606.ENSP00000346050	9606.ENSP00000309830	0	0	0	0	0.972	0.992	0.900	0.640	0.999
STX2	VAMP2	4446013	4438921	9606.ENSP00000376178	9606.ENSP00000314214	0	0	0	0	0.062	0.994	0.800	0.740	0.999
RPL10A	RPS21	4444285	4441569	9606.ENSP00000363018	9606.ENSP00000345957	0	0	0	0	0.993	0.990	0.900	0.448	0.999
RPL23	RPS18	4449110	4447787	9606.ENSP00000420311	9606.ENSP00000393241	0.295	0	0	0	0.999	0.992	0.900	0.544	0.999
RPL6	RPLP2	4448260	4439523	9606.ENSP00000403172	9606.ENSP00000322419	0	0	0	0	0.971	0.990	0.900	0.585	0.999
RPL23	RPL5	4449110	4443502	9606.ENSP00000420311	9606.ENSP00000359345	0.295	0	0	0	0.999	0.988	0.900	0.698	0.999
WASF1	ABI2	4446045	4437199	9606.ENSP00000376368	9606.ENSP00000295851	0	0	0	0	0.139	0.970	0.900	0.765	0.999
RPS13	RPL30	4449762	4449429	9606.ENSP00000435777	9606.ENSP00000428085	0	0	0.245	0	0.995	0.992	0.900	0.805	0.999
RPL23	RPS3	4449110	4436296	9606.ENSP00000420311	9606.ENSP00000278572	0.295	0	0	0	0.995	0.965	0.900	0.586	0.999
RPS13	RPLP2	4449762	4439523	9606.ENSP00000435777	9606.ENSP00000322419	0	0	0	0	0.979	0.991	0.900	0.205	0.999
RPL7	RPS9	4440987	4437909	9606.ENSP00000339795	9606.ENSP00000302896	0.111	0	0	0	0.986	0.988	0.900	0.538	0.999
RPL7	RPS23	4440987	4437320	9606.ENSP00000339795	9606.ENSP00000296674	0.111	0	0	0	0.995	0.992	0.900	0.617	0.999
RPS18	RPL8	4447787	4435108	9606.ENSP00000393241	9606.ENSP00000262584	0.219	0	0	0	0.999	0.992	0.900	0.763	0.999
RPL30	RPS18	4449429	4447787	9606.ENSP00000428085	9606.ENSP00000393241	0	0	0	0	0.990	0.991	0.900	0.586	0.999
RPS3A	EEF2	4441583	4438372	9606.ENSP00000346050	9606.ENSP00000307940	0	0	0	0	0.974	0.967	0.900	0.211	0.999
MTOR	EIF4EBP1	4442490	4441074	9606.ENSP00000354558	9606.ENSP00000340691	0	0	0	0	0	0.875	0.900	0.967	0.999
RPS13	RPL38	4449762	4438543	9606.ENSP00000435777	9606.ENSP00000309830	0	0	0	0	0.984	0.992	0.900	0.480	0.999
RPL6	RPS27	4448260	4443123	9606.ENSP00000403172	9606.ENSP00000357555	0	0	0	0	0.990	0.989	0.900	0.636	0.999
RPL10A	RPLP2	4444285	4439523	9606.ENSP00000363018	9606.ENSP00000322419	0.167	0	0	0	0.973	0.991	0.900	0.592	0.999
RPL30	RPL7	4449429	4440987	9606.ENSP00000428085	9606.ENSP00000339795	0	0	0	0	0.993	0.992	0.900	0.675	0.999
RPL30	RPS14	4449429	4447293	9606.ENSP00000428085	9606.ENSP00000385958	0	0	0	0	0.994	0.992	0.900	0.814	0.999
RPS14	RPS27	4447293	4443123	9606.ENSP00000385958	9606.ENSP00000357555	0	0	0	0	0.998	0.991	0.900	0.810	0.999
CYFIP2	WASF1	4450126	4446045	9606.ENSP00000444645	9606.ENSP00000376368	0	0	0	0	0.083	0.965	0.900	0.763	0.999
RPS27	RPLP2	4443123	4439523	9606.ENSP00000357555	9606.ENSP00000322419	0	0	0	0	0.968	0.988	0.900	0.546	0.999
RPL23	RPS27	4449110	4443123	9606.ENSP00000420311	9606.ENSP00000357555	0	0	0	0	0.999	0.992	0.900	0.311	0.999
STX4	SNAP23	4439148	4434103	9606.ENSP00000317714	9606.ENSP00000249647	0	0	0	0	0.079	0.995	0.900	0.962	0.999
RPL30	RPL5	4449429	4443502	9606.ENSP00000428085	9606.ENSP00000359345	0	0	0	0	0.990	0.990	0.900	0.766	0.999
RPS9	RPL8	4437909	4435108	9606.ENSP00000302896	9606.ENSP00000262584	0.167	0	0	0	0.988	0.992	0.900	0.589	0.999
RPS14	RPL5	4447293	4443502	9606.ENSP00000385958	9606.ENSP00000359345	0.219	0	0	0	0.999	0.986	0.900	0.891	0.999
RPS14	RPLP2	4447293	4439523	9606.ENSP00000385958	9606.ENSP00000322419	0	0	0	0	0.974	0.990	0.900	0.676	0.999
RPL14	RPS9	4446520	4437909	9606.ENSP00000379506	9606.ENSP00000302896	0.135	0	0	0	0.992	0.991	0.900	0.658	0.999
RPS3A	RPL7	4441583	4440987	9606.ENSP00000346050	9606.ENSP00000339795	0	0	0	0	0.998	0.992	0.900	0.611	0.999
RPS23	RPL8	4437320	4435108	9606.ENSP00000296674	9606.ENSP00000262584	0.167	0	0	0	0.993	0.992	0.900	0.776	0.999
RPL6	RPL8	4448260	4435108	9606.ENSP00000403172	9606.ENSP00000262584	0.135	0	0	0	0.994	0.992	0.900	0.798	0.999
RPS18	RPS21	4447787	4441569	9606.ENSP00000393241	9606.ENSP00000345957	0	0	0	0	0.993	0.964	0.900	0.503	0.999
RPS13	RPL5	4449762	4443502	9606.ENSP00000435777	9606.ENSP00000359345	0	0	0	0	0.997	0.984	0.900	0.825	0.999
USP14	PSMC4	4434912	4432671	9606.ENSP00000261601	9606.ENSP00000157812	0	0	0	0	0.862	0.990	0.900	0.767	0.999
RPL14	RPL38	4446520	4438543	9606.ENSP00000379506	9606.ENSP00000309830	0	0	0	0	0.956	0.991	0.900	0.513	0.999
RPS13	RPL14	4449762	4446520	9606.ENSP00000435777	9606.ENSP00000379506	0	0	0	0	0.994	0.991	0.900	0.767	0.999
RPLP2	EEF2	4439523	4438372	9606.ENSP00000322419	9606.ENSP00000307940	0	0	0	0	0.947	0.868	0.900	0.540	0.999
RPS14	RPL14	4447293	4446520	9606.ENSP00000385958	9606.ENSP00000379506	0.135	0	0	0	0.992	0.991	0.900	0.787	0.999
SYT1	STX1A	4434836	4433256	9606.ENSP00000261205	9606.ENSP00000222812	0	0	0	0	0.130	0.974	0.900	0.838	0.999
RPS13	RPS14	4449762	4447293	9606.ENSP00000435777	9606.ENSP00000385958	0.042	0	0.291	0	0.995	0.992	0.900	0.754	0.999
EPHB2	EFNB2	4444426	4433928	9606.ENSP00000363763	9606.ENSP00000245323	0	0	0	0	0.212	0.867	0.900	0.936	0.999
RPS27	RPL8	4443123	4435108	9606.ENSP00000357555	9606.ENSP00000262584	0	0	0	0	0.996	0.992	0.900	0.465	0.999
YES1	FYN	4450671	4441647	9606.ENSP00000462468	9606.ENSP00000346671	0	0	0	0.974	0	0.999	0.900	0.733	0.999
RPS3A	RPLP2	4441583	4439523	9606.ENSP00000346050	9606.ENSP00000322419	0	0	0	0	0.973	0.991	0.900	0.275	0.999
RPL23	RPS3A	4449110	4441583	9606.ENSP00000420311	9606.ENSP00000346050	0	0	0	0	0.997	0.992	0.900	0.410	0.999
CYFIP1	ABI2	4451554	4437199	9606.ENSP00000481038	9606.ENSP00000295851	0	0	0	0	0.063	0.966	0.900	0.779	0.999
EPHB2	EFNA5	4444426	4440049	9606.ENSP00000363763	9606.ENSP00000328777	0	0	0	0	0.188	0.867	0.900	0.917	0.999
RPS19	RPLP2	4450976	4439523	9606.ENSP00000470972	9606.ENSP00000322419	0.199	0	0	0	0.987	0.991	0.900	0.700	0.999
RPL10A	RPL5	4444285	4443502	9606.ENSP00000363018	9606.ENSP00000359345	0.219	0	0	0	0.999	0.991	0.900	0.673	0.999
RPL6	RPL5	4448260	4443502	9606.ENSP00000403172	9606.ENSP00000359345	0.185	0	0	0	0.996	0.980	0.900	0.823	0.999
RPL5	RPS3A	4443502	4441583	9606.ENSP00000359345	9606.ENSP00000346050	0	0	0	0	0.997	0.987	0.900	0.752	0.999
EEF2	RPL8	4438372	4435108	9606.ENSP00000307940	9606.ENSP00000262584	0.111	0	0.307	0	0.969	0.956	0.900	0.827	0.999
RPS9	RPS23	4437909	4437320	9606.ENSP00000302896	9606.ENSP00000296674	0.167	0	0	0	0.968	0.992	0.900	0.694	0.999
RPL30	RPS3A	4449429	4441583	9606.ENSP00000428085	9606.ENSP00000346050	0	0	0	0	0.995	0.992	0.900	0.689	0.999
RPS19	RPS21	4450976	4441569	9606.ENSP00000470972	9606.ENSP00000345957	0	0	0	0	0.995	0.991	0.900	0.617	0.999
AKT1	MTOR	4450372	4442490	9606.ENSP00000451828	9606.ENSP00000354558	0	0	0	0	0.080	0.872	0.900	0.972	0.999
RPS14	EEF2	4447293	4438372	9606.ENSP00000385958	9606.ENSP00000307940	0.111	0	0.343	0	0.909	0.955	0.900	0.237	0.999
RPL30	RPS27	4449429	4443123	9606.ENSP00000428085	9606.ENSP00000357555	0	0	0	0	0.983	0.991	0.900	0.687	0.999
HRAS	SOS1	4448459	4447527	9606.ENSP00000407586	9606.ENSP00000387784	0	0	0	0	0.062	0.964	0.900	0.766	0.999
RPL38	RPL8	4438543	4435108	9606.ENSP00000309830	9606.ENSP00000262584	0	0	0	0	0.983	0.992	0.900	0.369	0.999
RPL30	RPLP2	4449429	4439523	9606.ENSP00000428085	9606.ENSP00000322419	0	0	0	0	0.975	0.991	0.900	0.280	0.999
RPL5	RPLP2	4443502	4439523	9606.ENSP00000359345	9606.ENSP00000322419	0	0	0	0	0.940	0.978	0.900	0.638	0.999
RPLP2	RPS23	4439523	4437320	9606.ENSP00000322419	9606.ENSP00000296674	0	0	0	0	0.961	0.992	0.900	0.356	0.999
RPL10A	RPS23	4444285	4437320	9606.ENSP00000363018	9606.ENSP00000296674	0.167	0	0	0	0.994	0.992	0.900	0.405	0.999
RPS3A	RPL8	4441583	4435108	9606.ENSP00000346050	9606.ENSP00000262584	0	0	0.274	0	0.999	0.992	0.900	0.708	0.999
RPS19	RPL8	4450976	4435108	9606.ENSP00000470972	9606.ENSP00000262584	0	0	0	0	0.999	0.992	0.900	0.619	0.999
RPS13	RPS21	4449762	4441569	9606.ENSP00000435777	9606.ENSP00000345957	0	0	0	0	0.993	0.991	0.900	0.642	0.999
AKT1	PDPK1	4450372	4441403	9606.ENSP00000451828	9606.ENSP00000344220	0	0	0.260	0.751	0.066	0.996	0.900	0.933	0.999
NTF4	NTRK2	4450917	4436251	9606.ENSP00000469455	9606.ENSP00000277120	0	0	0	0	0	0.934	0.900	0.958	0.999
RPS14	RPS3	4447293	4436296	9606.ENSP00000385958	9606.ENSP00000278572	0.219	0	0.298	0	0.997	0.963	0.900	0.849	0.999
RPS18	RPL7	4447787	4440987	9606.ENSP00000393241	9606.ENSP00000339795	0.167	0	0	0	0.999	0.989	0.900	0.719	0.999
RPS19	RPL5	4450976	4443502	9606.ENSP00000470972	9606.ENSP00000359345	0	0	0	0	0.999	0.985	0.900	0.916	0.999
RPS13	RPL10A	4449762	4444285	9606.ENSP00000435777	9606.ENSP00000363018	0	0	0	0	0.997	0.992	0.900	0.501	0.999
RPS21	RPLP2	4441569	4439523	9606.ENSP00000345957	9606.ENSP00000322419	0	0	0	0	0.984	0.991	0.900	0.398	0.999
CYFIP2	ABI1	4450126	4444683	9606.ENSP00000444645	9606.ENSP00000365312	0	0	0	0	0.080	0.988	0.900	0.800	0.999
RPS13	RPL7	4449762	4440987	9606.ENSP00000435777	9606.ENSP00000339795	0	0	0	0	0.994	0.990	0.900	0.733	0.999
RPS13	RPS9	4449762	4437909	9606.ENSP00000435777	9606.ENSP00000302896	0.053	0	0	0	0.977	0.992	0.900	0.745	0.999
APH1A	PSEN1	4443259	4439846	9606.ENSP00000358105	9606.ENSP00000326366	0	0	0	0	0.079	0.999	0.900	0.912	0.999
EEF2	RPS3	4438372	4436296	9606.ENSP00000307940	9606.ENSP00000278572	0.167	0	0.203	0	0.976	0.798	0.900	0.418	0.999
RPL23	RPL38	4449110	4438543	9606.ENSP00000420311	9606.ENSP00000309830	0	0	0	0	0.994	0.992	0.900	0.271	0.999
RPS14	RPL7	4447293	4440987	9606.ENSP00000385958	9606.ENSP00000339795	0.111	0	0	0	0.997	0.991	0.900	0.704	0.999
RPS3A	RPS21	4441583	4441569	9606.ENSP00000346050	9606.ENSP00000345957	0	0	0	0	0.992	0.991	0.900	0.426	0.999
EEA1	RAB5A	4439162	4436053	9606.ENSP00000317955	9606.ENSP00000273047	0	0	0	0	0.080	0.974	0.900	0.952	0.999
RPLP2	RPS3	4439523	4436296	9606.ENSP00000322419	9606.ENSP00000278572	0	0	0	0	0.973	0.962	0.900	0.572	0.999
RPL5	EEF2	4443502	4438372	9606.ENSP00000359345	9606.ENSP00000307940	0.167	0	0	0	0.953	0.968	0.900	0.497	0.999
AKT1	GSK3B	4450372	4439717	9606.ENSP00000451828	9606.ENSP00000324806	0	0	0.218	0.576	0.049	0.995	0.900	0.918	0.999
PSMC5	PSMA3	4438605	4432961	9606.ENSP00000310572	9606.ENSP00000216455	0	0	0.226	0	0.817	0.994	0.900	0.714	0.999
RPS19	RPS14	4450976	4447293	9606.ENSP00000470972	9606.ENSP00000385958	0	0	0	0	0.997	0.999	0.900	0.895	0.999
RPL23	EEF2	4449110	4438372	9606.ENSP00000420311	9606.ENSP00000307940	0.167	0	0.290	0	0.676	0.966	0.900	0.524	0.999
RPS14	RPL10A	4447293	4444285	9606.ENSP00000385958	9606.ENSP00000363018	0.167	0	0	0	0.997	0.992	0.900	0.642	0.999
RPL14	RPL10A	4446520	4444285	9606.ENSP00000379506	9606.ENSP00000363018	0	0	0	0	0.982	0.991	0.900	0.227	0.999
PSMC2	USP14	4447684	4434912	9606.ENSP00000391211	9606.ENSP00000261601	0	0	0	0	0.730	0.979	0.900	0.667	0.999
RPL7	RPL8	4440987	4435108	9606.ENSP00000339795	9606.ENSP00000262584	0.111	0	0	0	0.999	0.991	0.900	0.635	0.999
RPL30	RPL23	4449429	4449110	9606.ENSP00000428085	9606.ENSP00000420311	0	0	0	0	0.983	0.992	0.900	0.406	0.999
RPL5	RPS9	4443502	4437909	9606.ENSP00000359345	9606.ENSP00000302896	0.219	0	0	0	0.986	0.986	0.900	0.897	0.999
RPS21	RPS23	4441569	4437320	9606.ENSP00000345957	9606.ENSP00000296674	0	0	0	0	0.983	0.991	0.900	0.816	0.999
RPL6	RPL7	4448260	4440987	9606.ENSP00000403172	9606.ENSP00000339795	0.081	0	0	0	0.995	0.990	0.900	0.781	0.999
SYT1	SNAP25	4434836	4434401	9606.ENSP00000261205	9606.ENSP00000254976	0	0	0	0	0.440	0.974	0.900	0.905	0.999
RPL30	RPS21	4449429	4441569	9606.ENSP00000428085	9606.ENSP00000345957	0	0	0	0	0.983	0.991	0.900	0.651	0.999
FYN	CDH1	4441647	4434944	9606.ENSP00000346671	9606.ENSP00000261769	0	0	0	0	0	0.993	0.900	0.637	0.999
RPL6	RPL10A	4448260	4444285	9606.ENSP00000403172	9606.ENSP00000363018	0	0	0	0	0.995	0.991	0.900	0.528	0.999
RPS21	RPL8	4441569	4435108	9606.ENSP00000345957	9606.ENSP00000262584	0	0	0	0	0.994	0.960	0.900	0.528	0.999
RPL30	RPL8	4449429	4435108	9606.ENSP00000428085	9606.ENSP00000262584	0	0	0	0	0.993	0.992	0.900	0.713	0.999
RPL10A	RPL38	4444285	4438543	9606.ENSP00000363018	9606.ENSP00000309830	0	0	0	0	0.992	0.992	0.900	0.671	0.999
RPS18	RPL10A	4447787	4444285	9606.ENSP00000393241	9606.ENSP00000363018	0.219	0	0	0	0.999	0.992	0.900	0.325	0.999
RPS13	RPL8	4449762	4435108	9606.ENSP00000435777	9606.ENSP00000262584	0	0	0.222	0	0.997	0.992	0.900	0.726	0.999
RPS9	RPS3	4437909	4436296	9606.ENSP00000302896	9606.ENSP00000278572	0.219	0	0	0	0.992	0.963	0.900	0.748	0.999
RPL7	EEF2	4440987	4438372	9606.ENSP00000339795	9606.ENSP00000307940	0.076	0	0	0	0.959	0.963	0.900	0.377	0.999
PSMC2	PSMC5	4447684	4438605	9606.ENSP00000391211	9606.ENSP00000310572	0	0	0.323	0.926	0.990	0.992	0.900	0.905	0.999
RPS14	RPS21	4447293	4441569	9606.ENSP00000385958	9606.ENSP00000345957	0	0	0	0	0.992	0.960	0.900	0.747	0.999
CTNND1	FYN	4446884	4441647	9606.ENSP00000382004	9606.ENSP00000346671	0	0	0	0	0.062	0.993	0.900	0.520	0.999
RPS23	RPS3	4437320	4436296	9606.ENSP00000296674	9606.ENSP00000278572	0.219	0	0	0	0.993	0.963	0.900	0.571	0.999
RPL5	RPL38	4443502	4438543	9606.ENSP00000359345	9606.ENSP00000309830	0	0	0	0	0.991	0.992	0.900	0.819	0.999
RPS14	RPS23	4447293	4437320	9606.ENSP00000385958	9606.ENSP00000296674	0.167	0	0	0	0.995	0.992	0.900	0.744	0.999
RPS21	RPL38	4441569	4438543	9606.ENSP00000345957	9606.ENSP00000309830	0	0	0	0	0.974	0.960	0.900	0.722	0.999
RPL6	RPS9	4448260	4437909	9606.ENSP00000403172	9606.ENSP00000302896	0.135	0	0	0	0.992	0.991	0.900	0.646	0.999
RPS14	RPS3A	4447293	4441583	9606.ENSP00000385958	9606.ENSP00000346050	0	0	0.224	0	0.996	0.992	0.900	0.701	0.999
MTOR	RPS6KB1	4442490	4433324	9606.ENSP00000354558	9606.ENSP00000225577	0	0	0	0	0.062	0.974	0.900	0.980	0.999
PSMC5	USP14	4438605	4434912	9606.ENSP00000310572	9606.ENSP00000261601	0	0	0	0	0.842	0.985	0.900	0.658	0.999
RPS13	RPS3	4449762	4436296	9606.ENSP00000435777	9606.ENSP00000278572	0	0	0.237	0	0.996	0.964	0.900	0.786	0.999
RPL14	RPLP2	4446520	4439523	9606.ENSP00000379506	9606.ENSP00000322419	0	0	0	0	0.967	0.976	0.900	0.660	0.999
RPL10A	RPS9	4444285	4437909	9606.ENSP00000363018	9606.ENSP00000302896	0.167	0	0	0	0.952	0.992	0.900	0.404	0.999
RPS19	RPL7	4450976	4440987	9606.ENSP00000470972	9606.ENSP00000339795	0	0	0	0	0.995	0.988	0.900	0.772	0.999
CYFIP1	WASF1	4451554	4446045	9606.ENSP00000481038	9606.ENSP00000376368	0	0	0	0	0.083	0.992	0.900	0.757	0.999
RPL38	RPS9	4438543	4437909	9606.ENSP00000309830	9606.ENSP00000302896	0	0	0	0	0.940	0.992	0.900	0.283	0.999
RPL6	RPS23	4448260	4437320	9606.ENSP00000403172	9606.ENSP00000296674	0.110	0	0	0	0.989	0.991	0.900	0.643	0.999
RPL6	RPS3	4448260	4436296	9606.ENSP00000403172	9606.ENSP00000278572	0.185	0	0	0	0.996	0.963	0.900	0.868	0.999
RPL23	RPLP2	4449110	4439523	9606.ENSP00000420311	9606.ENSP00000322419	0	0	0	0	0.957	0.992	0.900	0.180	0.999
CTNND1	CDH1	4446884	4434944	9606.ENSP00000382004	9606.ENSP00000261769	0	0	0	0	0.096	0.993	0.900	0.915	0.999
RPL6	RPL38	4448260	4438543	9606.ENSP00000403172	9606.ENSP00000309830	0	0	0	0	0.963	0.991	0.900	0.470	0.999
RPS19	RPL10A	4450976	4444285	9606.ENSP00000470972	9606.ENSP00000363018	0.219	0	0	0	0.999	0.992	0.900	0.701	0.999
RPLP2	RPL8	4439523	4435108	9606.ENSP00000322419	9606.ENSP00000262584	0	0	0	0	0.964	0.992	0.900	0.197	0.999
RPL38	RPS3	4438543	4436296	9606.ENSP00000309830	9606.ENSP00000278572	0	0	0	0	0.976	0.962	0.900	0.607	0.999
RPS18	RPS14	4447787	4447293	9606.ENSP00000393241	9606.ENSP00000385958	0.219	0	0	0	0.999	0.992	0.900	0.723	0.999
RPS13	RPL6	4449762	4448260	9606.ENSP00000435777	9606.ENSP00000403172	0	0	0	0	0.995	0.992	0.900	0.817	0.999
RPL30	RPS9	4449429	4437909	9606.ENSP00000428085	9606.ENSP00000302896	0	0	0	0	0.978	0.992	0.900	0.707	0.999
